! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
C7H8O(130)          2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C6H6O(131)          2     411.996     6.129     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=535.06 K, Pc=33.76 bar (from Joback method)
C7H8O3(132)         2     576.413     7.348     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=748.59 K, Pc=27.41 bar (from Joback method)
C6H6O(133)          2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C7H8O3(134)         2     630.297     7.948     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=818.57 K, Pc=23.68 bar (from Joback method)
CO2(135)            1     195.201     3.941     0.000     0.000     0.000    ! PrimaryTransportLibrary
C6H8O(136)          2     466.627     6.376     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=606.01 K, Pc=33.96 bar (from Joback method)
C6H8O(137)          2     454.209     6.248     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=589.88 K, Pc=35.14 bar (from Joback method)
C6H8O(138)          2     459.513     6.292     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=596.77 K, Pc=34.81 bar (from Joback method)
C6H8O(139)          2     475.504     6.513     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=617.54 K, Pc=32.47 bar (from Joback method)
C6H8O(140)          2     435.666     5.992     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=565.80 K, Pc=38.2 bar (from Joback method)
C6H10(141)          2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C6H8O(142)          2     435.666     5.992     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=565.80 K, Pc=38.2 bar (from Joback method)
C8H10O(143)         2     502.558     6.717     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=652.67 K, Pc=31.28 bar (from Joback method)
C6H8O(144)          2     468.106     6.092     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=607.93 K, Pc=39.06 bar (from Joback method)
C8H10O(145)         2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C8H10O(146)         2     491.236     6.659     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=637.97 K, Pc=31.39 bar (from Joback method)
H2O(147)            2     809.102     2.641     0.000     1.760     4.000    ! PrimaryTransportLibrary
C4H3O2(148)         2     485.598     6.097     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.65 K, Pc=40.41 bar (from Joback method)
C2H4O1-2(149)       2     436.000     3.970     0.000     0.000     2.000    ! NOx2018
C8H11O(1536)        2     499.935     7.081     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=649.27 K, Pc=26.57 bar (from Joback method)
C8H10O(17477)       2     509.869     6.945     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=662.17 K, Pc=28.72 bar (from Joback method)
C8H10O(17552)       2     509.869     6.945     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=662.17 K, Pc=28.72 bar (from Joback method)
C8H10O(17651)       2     538.404     7.300     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=699.23 K, Pc=26.11 bar (from Joback method)
C8H10O(17671)       2     518.651     7.029     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=673.57 K, Pc=28.17 bar (from Joback method)
C8H10O(17754)       2     509.869     6.945     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=662.17 K, Pc=28.72 bar (from Joback method)
C8H10O(17723)       2     533.535     7.273     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=692.90 K, Pc=26.16 bar (from Joback method)
C4H3O2(8497)        2     450.018     5.754     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=584.44 K, Pc=44.56 bar (from Joback method)
C4H3O4(17879)       2     477.693     6.669     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=620.38 K, Pc=30.39 bar (from Joback method)
C4H3O4(17912)       2     542.549     6.655     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=704.61 K, Pc=34.72 bar (from Joback method)
C3H3O2(18249)       2     455.852     5.907     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=592.02 K, Pc=41.73 bar (from Joback method)
C3H3O2(18262)       2     422.357     5.583     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=548.52 K, Pc=45.78 bar (from Joback method)
CH2CHO(193)         2     436.000     3.970     0.000     0.000     2.000    ! NOx2018
C8H10O(5303)        2     501.033     6.860     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.69 K, Pc=29.28 bar (from Joback method)
C6H8O(12833)        2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C6H8O(18483)        2     466.627     6.376     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=606.01 K, Pc=33.96 bar (from Joback method)
C6H8O(9892)         2     492.192     6.392     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.21 K, Pc=35.56 bar (from Joback method)
C8H10O(18188)       2     509.869     6.945     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=662.17 K, Pc=28.72 bar (from Joback method)
O2CH2CHO(248)       2     446.453     5.934     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=579.81 K, Pc=40.31 bar (from Joback method)
C6H8(5358)          2     407.734     5.691     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=529.53 K, Pc=41.73 bar (from Joback method)
C6H8O2(6303)        2     480.976     6.503     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=624.64 K, Pc=32.99 bar (from Joback method)
C6H8O2(19063)       2     540.758     7.196     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=702.28 K, Pc=27.38 bar (from Joback method)
C6H8O2(19183)       2     534.138     7.161     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=693.69 K, Pc=27.44 bar (from Joback method)
CH3CHCHCHO(393)     2     405.526     5.533     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=526.66 K, Pc=45.16 bar (from Joback method)
C8H10O(1960)        2     490.836     6.697     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=637.45 K, Pc=30.83 bar (from Joback method)
C2H2O(2806)         2     358.493     5.031     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=465.58 K, Pc=53.12 bar (from Joback method)
C8H12O2(4987)       2     556.610     7.454     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=722.87 K, Pc=25.35 bar (from Joback method)
C8H11O2(19522)      2     556.610     7.454     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=722.87 K, Pc=25.35 bar (from Joback method)
C3H3(258)           2     252.000     4.760     0.000     0.000     1.000    ! GRI-Mech
C6H8O(18509)        2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C2H2O3(19920)       2     462.939     5.822     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=601.22 K, Pc=44.27 bar (from Joback method)
C2H2O3(20260)       2     516.245     6.312     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=670.45 K, Pc=38.72 bar (from Joback method)
C8H10O(5064)        2     515.391     6.970     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=669.34 K, Pc=28.72 bar (from Joback method)
C8H11O2(19636)      2     556.880     7.355     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=723.22 K, Pc=26.41 bar (from Joback method)
C8H10O2(20303)      2     525.958     6.825     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=683.06 K, Pc=31.21 bar (from Joback method)
C8H10O(5062)        2     495.529     6.633     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=643.54 K, Pc=32.03 bar (from Joback method)
C6H7O3(2188)        2     536.614     7.145     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=696.90 K, Pc=27.76 bar (from Joback method)
C6H7O3(2187)        2     536.614     7.145     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=696.90 K, Pc=27.76 bar (from Joback method)
C6H7O3(2186)        2     536.614     7.145     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=696.90 K, Pc=27.76 bar (from Joback method)
C6H6O2(21154)       2     489.142     6.447     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=635.25 K, Pc=34.44 bar (from Joback method)
C6H6O2(21193)       2     526.878     6.946     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=684.26 K, Pc=29.67 bar (from Joback method)
C6H6O2(21254)       2     522.790     6.689     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=678.95 K, Pc=32.95 bar (from Joback method)
C6H6O2(21493)       2     517.365     6.724     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=671.90 K, Pc=32.1 bar (from Joback method)
C6H6O2(21490)       2     537.492     6.931     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=698.04 K, Pc=30.46 bar (from Joback method)
C8H10O(20567)       2     497.610     6.733     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=646.25 K, Pc=30.76 bar (from Joback method)
C8H11O2(2768)       2     551.214     7.320     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=715.86 K, Pc=26.52 bar (from Joback method)
